Type_of_Answer;Question_Level;Topic;Subtopic
1;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
0;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
1;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
1;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
1;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
1;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
1;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
1;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
1;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
1;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
1;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
1;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
1;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
1;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
0;Advanced;Linear Algebra;Linear Transformations
1;Advanced;Linear Algebra;Linear Transformations
1;Advanced;Linear Algebra;Linear Transformations
0;Advanced;Linear Algebra;Linear Transformations
0;Advanced;Linear Algebra;Linear Transformations
1;Advanced;Linear Algebra;Linear Transformations
1;Advanced;Linear Algebra;Linear Transformations
0;Advanced;Linear Algebra;Linear Transformations
1;Advanced;Linear Algebra;Linear Transformations
0;Advanced;Linear Algebra;Linear Transformations
0;Advanced;Linear Algebra;Linear Transformations
1;Advanced;Linear Algebra;Linear Transformations
1;Advanced;Linear Algebra;Linear Transformations
1;Advanced;Linear Algebra;Linear Transformations
1;Advanced;Linear Algebra;Linear Transformations
1;Advanced;Linear Algebra;Linear Transformations
0;Advanced;Linear Algebra;Linear Transformations
1;Advanced;Linear Algebra;Linear Transformations
1;Advanced;Linear Algebra;Linear Transformations
0;Advanced;Linear Algebra;Linear Transformations
0;Advanced;Linear Algebra;Linear Transformations
1;Advanced;Linear Algebra;Linear Transformations
1;Advanced;Linear Algebra;Linear Transformations
0;Advanced;Linear Algebra;Linear Transformations
0;Advanced;Linear Algebra;Linear Transformations
0;Advanced;Linear Algebra;Linear Transformations
0;Advanced;Linear Algebra;Linear Transformations
1;Advanced;Linear Algebra;Linear Transformations
0;Advanced;Linear Algebra;Linear Transformations
0;Advanced;Linear Algebra;Linear Transformations
1;Advanced;Linear Algebra;Linear Transformations
1;Advanced;Linear Algebra;Linear Transformations
0;Advanced;Linear Algebra;Linear Transformations
1;Advanced;Linear Algebra;Linear Transformations
0;Advanced;Linear Algebra;Linear Transformations
0;Advanced;Linear Algebra;Linear Transformations
1;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
1;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
1;Basic;Probability ;Probability 
1;Basic;Probability ;Probability 
1;Basic;Probability ;Probability 
1;Basic;Probability ;Probability 
1;Basic;Probability ;Probability 
0;Basic;Integration;Integration Techniques
0;Basic;Integration;Integration Techniques
1;Basic;Integration;Integration Techniques
0;Basic;Integration;Integration Techniques
0;Basic;Integration;Integration Techniques
1;Basic;Integration;Integration Techniques
1;Basic;Integration;Integration Techniques
1;Basic;Integration;Integration Techniques
1;Advanced;Probability ;Probability 
0;Basic;Integration;Integration Techniques
0;Basic;Integration;Integration Techniques
1;Basic;Integration;Integration Techniques
0;Advanced;Probability ;Probability 
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Probability ;Probability 
1;Basic;Probability ;Probability 
1;Basic;Probability ;Probability 
0;Advanced;Integration;Integration Techniques
0;Basic;Probability ;Probability 
0;Basic;Probability ;Probability 
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
1;Basic;Linear Algebra;Vector Spaces
0;Basic;Linear Algebra;Vector Spaces
0;Advanced;Probability ;Probability 
1;Advanced;Probability ;Probability 
1;Advanced;Probability ;Probability 
1;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
0;Basic;Linear Algebra;Linear Transformations
1;Basic;Linear Algebra;Linear Transformations
